adv_pkg,base_pkg,category,typomind_cat
tos, tls, Common Typos,NA
sticky-react-table, react-table-sticky, Swapped Words,{'sequence reordering': 1}
tla, tls, Common Typos,NA
mx, ms, Common Typos,NA
isjs, is_js, Omitted Characters,"{'delimiter modification': 1, '1-step D-L dist': 1}"
pifi, pify, Common Typos,{'1-step D-L dist': 1}
http-header, http-headers, Omitted Characters,"{'1-step D-L dist': 1, 'grammatical substitution': True}"
cr-template, cra-template, Omitted Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
is_dom, is-dom, Swapped Words,{'delimiter modification': 1}
is_dom, is-dom, Common Typos,{'delimiter modification': 1}
byted, bytes, Common Typos,NA
iui, yui, Common Typos,NA
log-debug, debuglog, Swapped Words,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
g-protocol, pg-protocol, Omitted Characters,{'1-step D-L dist': 1}
imgloader, img-loader, Omitted Characters,"{'delimiter modification': 1, '1-step D-L dist': 1}"
stor, store, Omitted Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
sens, send, Common Typos,NA
oopy, hoopy, Omitted Characters,"{'1-step D-L dist': 1, 'simplification': 1}"
switch.react, react-switch, Swapped Words,"{'sequence reordering': 1, 'delimiter modification': 1}"
inferno1, inferno, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
linestream, line-stream, Omitted Characters,NA
up-roll, rollup, Swapped Words,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
pity, pify, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1}"
aod, zod, Common Typos,NA
mobz, mobx, Common Typos,{'1-step D-L dist': 1}
leg, leb, Common Typos,NA
gitlog2, gitlog, Version Number,{'1-step D-L dist': 1}
cls-bluebird2, cls-bluebird, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
visio, vision, Omitted Characters,"{'1-step D-L dist': 1, 'simplification': 1}"
isee, isexe, Omitted Characters,{'1-step D-L dist': 1}
event-emitter3, eventemitter3, Swapped Words,"{'delimiter modification': 1, '1-step D-L dist': 1}"
event-emitter3, eventemitter3, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
event-emitter3, event-emitter, Version Number,"{'1-step D-L dist': 1, 'homophonic similarity': True}"
lange, langs, Common Typos,NA
svg-sprite-loader4, svg-sprite-loader, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
al, ap, Common Typos,NA
ibi, ini, Common Typos,NA
ppjs, pepjs, Omitted Characters,{'1-step D-L dist': 1}
replace3, replace, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
ffd, fd, Repeated Characters,NA
bigo, bigi, Common Typos,{'1-step D-L dist': 1}
hopper, hooper, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
njst, njwt, Common Typos,{'1-step D-L dist': 1}
input-slider-react, react-input-slider, Swapped Words,{'sequence reordering': 1}
ps-utils, nps-utils, Omitted Characters,{'1-step D-L dist': 1}
ps-utils, os-utils, Common Typos,{'1-step D-L dist': 1}
captain-log, captains-log, Omitted Characters,"{'grammatical substitution': True, '1-step D-L dist': 1}"
deep-key, deep-keys, Omitted Characters,"{'1-step D-L dist': 1, 'grammatical substitution': True}"
eval-expression, expression-eval, Swapped Words,{'sequence reordering': 1}
o2, ow, Common Typos,NA
eok, eol, Common Typos,NA
dy2, cy2, Common Typos,NA
babel-plugin-transform-commonjs-modules-es2015, babel-plugin-transform-es2015-modules-commonjs, Swapped Words,NA
obut, obuf, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1}"
lg, gl, Swapped Characters,NA
lg, pg, Common Typos,NA
njson, ndjson, Omitted Characters,{'1-step D-L dist': 1}
njson, hjson, Common Typos,{'1-step D-L dist': 1}
elecctron, electron, Repeated Characters,{'1-step D-L dist': 1}
react-images2, react-images, Version Number,NA
react-view-pager2, react-view-pager, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
duv, djv, Common Typos,NA
babel-plugin-component3, babel-plugin-component, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
word1, word, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
cpi, cpy, Common Typos,NA
sc-stream, src-stream, Omitted Characters,{'1-step D-L dist': 1}
npm-i, npmi, Swapped Words,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
npm-i, npmi, Common Typos,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
json-safe-parse, safe-json-parse, Swapped Words,{'sequence reordering': 1}
aws44, aws4, Repeated Characters,{'1-step D-L dist': 1}
aws44, aws4, Version Number,{'1-step D-L dist': 1}
ces, css, Common Typos,NA
art-react, react-art, Swapped Words,NA
gzap, gsap, Common Typos,{'1-step D-L dist': 1}
ip-check-range, ip-range-check, Swapped Words,{'sequence reordering': 1}
jsonpformat, json-format, Common Typos,{'delimiter modification': 1}
angular2-toastr, angular2-toaster, Omitted Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
ng-slider, ng5-slider, Omitted Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
store-data, data-store, Swapped Words,{'sequence reordering': 1}
rm-calendar, rmc-calendar, Omitted Characters,{'1-step D-L dist': 1}
nson, bson, Common Typos,{'1-step D-L dist': 1}
decompose, recompose, Common Typos,{'1-step D-L dist': 1}
node-fa, node-2fa, Omitted Characters,{'1-step D-L dist': 1}
node-fa, node-fs, Common Typos,{'1-step D-L dist': 1}
jsonxml, json2xml, Omitted Characters,{'1-step D-L dist': 1}
oo-server, moo-server, Omitted Characters,{'1-step D-L dist': 1}
smod, lsmod, Omitted Characters,"{'1-step D-L dist': 1, 'simplification': 1}"
react-tag-input-2, react-tag-input, Version Number,{'1-step D-L dist': 2}
reacy, react, Common Typos,{'1-step D-L dist': 1}
aaxios, axios, Repeated Characters,{'1-step D-L dist': 1}
dxs, cxs, Common Typos,NA
ip-local, zip-local, Omitted Characters,"{'1-step D-L dist': 1, 'simplification': 1}"
readfile, read-file, Omitted Characters,{'delimiter modification': 1}
otion, option, Omitted Characters,{'1-step D-L dist': 1}
http-error, http-errors, Omitted Characters,"{'grammatical substitution': True, '1-step D-L dist': 1}"
http-error, httperror, Swapped Words,"{'delimiter modification': 1, '1-step D-L dist': 1}"
http-error, httperror, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
vant2, vant, Version Number,"{'1-step D-L dist': 1, 'prefix/ suffix augmentation': 1, 'homophonic similarity': True}"
mocha2, mocha, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
promise.retry, promise-retry, Swapped Words,{'delimiter modification': 1}
promise.retry, promise-retry, Common Typos,{'delimiter modification': 1}
promise.timeout, promise-timeout, Swapped Words,NA
promise.timeout, promise-timeout, Common Typos,NA
dnd, dmd, Common Typos,{'homographic replacement': 1}
js-polyfill, js-polyfills, Omitted Characters,"{'1-step D-L dist': 1, 'grammatical substitution': True}"
vuex1, vuex, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
auto-prefixer, autoprefixer, Swapped Words,"{'delimiter modification': 1, '1-step D-L dist': 1}"
auto-prefixer, autoprefixer, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
packag, package, Omitted Characters,"{'simplification': 1, '1-step D-L dist': 1}"
i-promise, is-promise, Omitted Characters,"{'grammatical substitution': True, '1-step D-L dist': 1}"
dle, del, Swapped Characters,NA
solv, solc, Common Typos,{'1-step D-L dist': 1}
fatejs, datejs, Common Typos,{'1-step D-L dist': 1}
testangular, restangular, Common Typos,{'1-step D-L dist': 1}
package-3, package, Version Number,{'1-step D-L dist': 2}
fb0, fb, Version Number,NA
tubo, turbo, Omitted Characters,{'1-step D-L dist': 1}
pm22, pm2, Repeated Characters,NA
pm22, pm2, Version Number,NA
deep.assign, deep-assign, Swapped Words,{'delimiter modification': 1}
deep.assign, deep-assign, Common Typos,{'delimiter modification': 1}
jd-logger, js-logger, Common Typos,{'1-step D-L dist': 1}
eouter, router, Common Typos,{'1-step D-L dist': 1}
x2sj, x2js, Swapped Characters,{'1-step D-L dist': 1}
multi-stream, multistream, Swapped Words,"{'delimiter modification': 1, '1-step D-L dist': 1}"
multi-stream, multistream, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
git-log, gitlog, Swapped Words,"{'delimiter modification': 1, '1-step D-L dist': 1}"
git-log, gitlog, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
material-formik-ui, formik-material-ui, Swapped Words,{'sequence reordering': 1}
mxsql, mssql, Common Typos,{'1-step D-L dist': 1}
jpm, npm, Common Typos,NA
rc2, rc, Version Number,NA
bigbucket, bitbucket, Common Typos,{'1-step D-L dist': 1}
book, boom, Common Typos,{'1-step D-L dist': 1}
og-utils, log-utils, Omitted Characters,{'1-step D-L dist': 1}
apollo-error, apollo-errors, Omitted Characters,"{'grammatical substitution': True, '1-step D-L dist': 1}"
camera-cordova-plugin, cordova-plugin-camera, Swapped Words,{'sequence reordering': 1}
ccr, crc, Swapped Characters,NA
diagnostic, diagnostics, Omitted Characters,"{'grammatical substitution': True, '1-step D-L dist': 1}"
es-promisify, es6-promisify, Omitted Characters,"{'1-step D-L dist': 1, 'homophonic similarity': True}"
sold, solc, Common Typos,{'1-step D-L dist': 1}
umu, umi, Common Typos,NA
cj, ci, Common Typos,{'homographic replacement': 1}
require.js, requirejs, Swapped Words,NA
require.js, requirejs, Common Typos,NA
arrayrange, array-range, Omitted Characters,"{'delimiter modification': 1, '1-step D-L dist': 1}"
aysnc, async, Swapped Characters,{'1-step D-L dist': 1}
reed, feed, Common Typos,{'1-step D-L dist': 1}
find-array, array-find, Swapped Words,{'sequence reordering': 1}
irx, idx, Common Typos,NA
uc-first, ucfirst, Swapped Words,NA
uc-first, ucfirst, Common Typos,NA
ssocks, socks, Repeated Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
ws4, ws, Version Number,NA
ws5, ws, Version Number,NA
vue-echarts3, vue-echarts, Version Number,"{'homophonic similarity': True, '1-step D-L dist': 1}"
socket-io, socket.io, Swapped Words,{'delimiter modification': 1}
socket-io, socket.io, Common Typos,{'delimiter modification': 1}
object-has, object-hash, Omitted Characters,{'1-step D-L dist': 1}
typeof-is, type-of-is, Omitted Characters,{'delimiter modification': 1}
hack, back, Common Typos,NA
url1, url2, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
url1, url, Version Number,{'prefix/ suffix augmentation': 1}
kie, lie, Common Typos,NA
wx, ws, Common Typos,NA
react-pure-carousel, pure-react-carousel, Swapped Words,{'sequence reordering': 1}
relax, rellax, Omitted Characters,{'1-step D-L dist': 1}
syx, shx, Common Typos,NA
oauth2server, oauth2-server, Omitted Characters,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
icons-react, react-icons, Swapped Words,{'sequence reordering': 1}
momi, moji, Common Typos,{'1-step D-L dist': 1}
vue1, vue, Version Number,NA
icky, ticky, Omitted Characters,{'1-step D-L dist': 1}
datetimepicker-jquery, jquery-datetimepicker, Swapped Words,{'sequence reordering': 1}
deapp, deap, Repeated Characters,{'1-step D-L dist': 1}
tun, run, Common Typos,NA
fhost, vhost, Common Typos,{'1-step D-L dist': 1}
functional-js, functional.js, Swapped Words,{'delimiter modification': 1}
functional-js, functional.js, Common Typos,{'delimiter modification': 1}
fdk, cdk, Common Typos,NA
jwt-koa, koa-jwt, Swapped Words,{'sequence reordering': 1}
plip, plop, Common Typos,NA
io-router, ip-router, Common Typos,NA
sils, sails, Omitted Characters,NA
async6, async, Version Number,NA
lttt, ltgt, Common Typos,{'1-step D-L dist': 1}
fex, gex, Common Typos,NA
rsv, tsv, Common Typos,NA
srp, sdp, Common Typos,NA
ure, urs, Common Typos,NA
loadb, lowdb, Common Typos,{'1-step D-L dist': 1}
react-dedux, react-redux, Common Typos,{'1-step D-L dist': 1}
koa-routed, koa-router, Common Typos,{'1-step D-L dist': 1}
trux, trix, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
fsj, fsu, Common Typos,NA
var, gar, Common Typos,NA
vue3-perfect-scrollbar, vue2-perfect-scrollbar, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
wrote, write, Common Typos,"{'1-step D-L dist': 1, 'homophonic similarity': True}"
qrcode-genetator, qrcode-generator, Common Typos,{'1-step D-L dist': 1}
es, ws, Common Typos,NA
fastcall, fastfall, Common Typos,{'1-step D-L dist': 1}
tipe, type, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
rjs, ejs, Common Typos,NA
dm-commons, sm-commons, Common Typos,{'1-step D-L dist': 1}
bacl, back, Common Typos,{'1-step D-L dist': 1}
vfonts, cfonts, Common Typos,{'1-step D-L dist': 1}
imui, imul, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1}"
requiret, requireg, Common Typos,{'1-step D-L dist': 1}
caol, call, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
vue-date-time, vue-datetime, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
nuc, nyc, Common Typos,NA
fl-matrix, gl-matrix, Common Typos,{'1-step D-L dist': 1}
http-status-codez, http-status-codes, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
c0lor, color, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1, 'homophonic similarity': True}"
ut1l, util, Common Typos,"{'1-step D-L dist': 1, 'homophonic similarity': True}"
pea, pez, Common Typos,NA
error-handler, errorhandler, Common Typos,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
mako, majo, Common Typos,{'1-step D-L dist': 1}
sequelizr, sequelize, Common Typos,{'1-step D-L dist': 1}
tgb, rgb, Common Typos,NA
xrc, crc, Common Typos,NA
via, vis, Common Typos,NA
we, ws, Common Typos,NA
core.js, core-js, Common Typos,{'delimiter modification': 1}
yarr, tarr, Common Typos,{'1-step D-L dist': 1}
xml-2js, xml2js, Common Typos,{'1-step D-L dist': 1}
vue3-editor, vue2-editor, Common Typos,"{'1-step D-L dist': 1, 'homophonic similarity': True}"
vsv, csv, Common Typos,NA
pinp, pino, Common Typos,{'1-step D-L dist': 1}
hode, node, Common Typos,{'1-step D-L dist': 1}
ssd, ssf, Common Typos,NA
arg-parse, argparse, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
l5, p5, Common Typos,NA
node.fs, node-fs, Common Typos,{'delimiter modification': 1}
plut, plur, Common Typos,{'1-step D-L dist': 1}
fallback-stream, callback-stream, Common Typos,{'1-step D-L dist': 1}
aca, ava, Common Typos,NA
download.js, downloadjs, Common Typos,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
react-swipr, react-swipe, Common Typos,{'1-step D-L dist': 1}
xxl, xdl, Common Typos,NA
sstate, xstate, Common Typos,{'1-step D-L dist': 1}
is-logger, js-logger, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1}"
eslint-config-xi, eslint-config-xo, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
tlx, tls, Common Typos,NA
cor, cpr, Common Typos,NA
random.js, random-js, Common Typos,{'delimiter modification': 1}
xwiper, swiper, Common Typos,{'1-step D-L dist': 1}
kison, jison, Common Typos,{'1-step D-L dist': 1}
event-listener, eventlistener, Common Typos,"{'delimiter modification': 1, '1-step D-L dist': 1}"
ch, cb, Common Typos,NA
liquid.js, liquidjs, Common Typos,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
leaflet-markercluster, leaflet.markercluster, Common Typos,{'delimiter modification': 1}
slib, zlib, Common Typos,{'1-step D-L dist': 1}
os-window, is-window, Common Typos,{'1-step D-L dist': 1}
tao, tap, Common Typos,NA
js-html, is-html, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1}"
rum-node, run-node, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1}"
bpx, npx, Common Typos,NA
lo, li, Common Typos,NA
hookies, nookies, Common Typos,{'1-step D-L dist': 1}
mwa, jwa, Common Typos,NA
lowdash, loadash, Common Typos,{'1-step D-L dist': 1}
csz, css, Common Typos,NA
vide, vise, Common Typos,{'1-step D-L dist': 1}
parse_url, parseurl, Common Typos,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
typer.js, typed.js, Common Typos,{'1-step D-L dist': 1}
isbn, jsbn, Common Typos,"{'homographic replacement': 1, '1-step D-L dist': 1}"
upx, ipx, Common Typos,NA
gls, tls, Common Typos,NA
asf, ssf, Common Typos,NA
t3st, test, Common Typos,"{'homophonic similarity': True, '1-step D-L dist': 1}"
mollify, millify, Common Typos,{'1-step D-L dist': 1}
simport, dimport, Common Typos,{'1-step D-L dist': 1}
refs, defs, Common Typos,{'1-step D-L dist': 1}
json-stream2, jsonstream2, Common Typos,NA
chai-array, chai-arrays, Omitted Characters,"{'grammatical substitution': True, '1-step D-L dist': 1}"
ng-captcha, ngx-captcha, Omitted Characters,{'1-step D-L dist': 1}
zerofill, zero-fill, Omitted Characters,{'delimiter modification': 1}
croll, scroll, Omitted Characters,{'1-step D-L dist': 1}
react-native-permission, react-native-permissions, Omitted Characters,"{'grammatical substitution': True, '1-step D-L dist': 1}"
react-p, react-p5, Omitted Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
inst, pinst, Omitted Characters,{'1-step D-L dist': 1}
introjs, intro.js, Omitted Characters,"{'1-step D-L dist': 1, 'delimiter modification': 1}"
datatables.net-rowgroup-bs, datatables.net-rowgroup-bs4, Omitted Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
arky, marky, Omitted Characters,{'1-step D-L dist': 1}
vue-notify, vue-snotify, Omitted Characters,{'1-step D-L dist': 1}
videojs, video.js, Omitted Characters,{'delimiter modification': 1}
dott, dotty, Omitted Characters,"{'homophonic similarity': True, '1-step D-L dist': 1}"
shift, shifty, Omitted Characters,"{'1-step D-L dist': 1, 'homophonic similarity': True}"
